285,330
285,327
283,323
283,322
283,321
282,318
282,317
281,314
280,312
280,310
279,307
279,304
277,299
275,295
274,293
273,289
272,286
272,284
272,281
271,278
271,276
270,274
269,268
269,267
268,264
267,262
265,259
265,258
264,253
263,252
263,249
262,247
261,245
260,243
259,241
258,239
257,237
256,234
255,233
254,230
253,229
251,224
251,223
248,219
247,218
247,216
245,212
244,210
243,208
241,206
239,202
237,200
236,198
235,196
234,193
230,191
230,190
228,188
228,185
227,184
225,181
223,179
223,178
222,176
221,175
220,173
219,171
218,170
217,167
215,165
215,164
212,161
211,159
210,157
209,156
207,153
207,151
206,149
205,148
204,146
203,144
202,142
201,140
199,138
198,136
196,133
195,132
193,129
192,128
191,126
190,124
189,122
188,121
188,119
187,117
186,114
184,112
183,111
182,108
179,105
178,104
177,102
176,99
175,97
174,96
172,94
171,93
170,91
169,89
168,87
167,86
166,85
165,83
164,82
162,81
161,80
158,77
156,76
154,74
153,73
152,72
151,71
147,69
145,68
143,66
142,66
141,65
140,64
139,64
138,63
137,63
135,61
133,60
132,59
131,59
127,58
126,57
125,56
119,55
118,54
117,54
115,54
114,54
113,54
111,53
109,53
107,53
105,53
104,53
102,53
101,53
99,53
98,53
96,53
93,53
92,53
90,54
89,55
84,57
83,58
82,59
80,60
79,61
77,62
76,63
74,64
73,66
72,67
71,68
69,69
68,70
66,72
65,73
64,74
63,75
60,77
59,78
58,79
57,80
57,81
57,84
56,85
55,88
55,89
53,91
53,92
52,94
52,96
52,100
51,102
51,103
51,104
51,106
50,108
50,109
50,111
50,113
50,115
50,118
50,119
49,124
49,126
49,127
49,128
49,129
49,131
49,132
49,137
49,138
49,139
49,140
48,142
48,143
48,147
48,148
48,152
48,154
48,156
48,159
48,161
48,163
48,166
48,169
48,174
48,175
47,178
47,179
47,182
47,186
47,188
47,190
47,192
47,194
47,197
47,198
47,200
47,204
47,206
47,207
46,210
45,214
45,215
45,217
45,220
45,222
45,227
45,228
43,231
43,232
43,238
43,239
43,242
43,244
43,248
43,249
43,254
43,255
43,258
43,262
43,263
43,265
43,268
43,270
43,271
43,273
43,275
43,276
43,278
43,280
43,282
43,283
43,285
43,289
43,291
43,294
43,297
43,299
43,304
43,307
43,308
43,312
43,316
43,318
43,324
43,329
43,331
43,334
43,340
43,342
43,345
43,349
43,351
43,356
43,357
43,359
43,362
43,364
43,366
43,368
43,370
43,371
43,374
43,376
43,377
43,380
43,381
43,385
43,387
43,388
43,393
43,398
43,401
43,408
43,413
43,415
43,420
42,424
42,428
42,431
42,434
42,438
42,442
42,447
42,448
42,453
42,456
42,459
42,464
42,468
42,469
42,474
42,477
42,482
42,484
42,486
42,493
42,495
42,500
42,503
42,505
42,511
42,514
42,516
42,521
42,524
42,530
42,537
42,548
42,553
42,560
42,568
42,571
42,577
42,584
42,590
42,592
42,597
42,601
42,606
42,608
42,611
42,614
42,620
42,622
42,628
42,636
42,638
42,643
42,647
42,653
42,659
42,664
42,668
42,673
42,679
42,684
42,688
42,693
42,697
42,702
42,706
42,710
42,714
42,718
42,721
42,724
42,728
42,732
42,736
42,739
42,743
42,746
43,752
43,754
43,756
43,760
43,763
43,768
43,771
43,775
43,779
43,782
43,790
43,795
43,799
43,806
43,811
43,816
43,822
43,827
43,831
43,840
43,850
43,864
43,873
43,886
43,897
43,902
43,907
43,911
43,916
43,922
43,925
43,929
43,933
43,934
43,938
43,941
43,944
43,946
43,949
43,952
43,955
43,958
42,962
42,966
42,968
42,970
42,972
41,975
41,978
41,982
40,983
40,984
40,986
40,987
39,988
39,989
39,991
39,993
39,995
39,996
39,998
39,1000
40,1001
41,1002
44,1002
46,1003
47,1003
49,1004
51,1004
54,1005
58,1005
63,1005
67,1005
71,1005
77,1005
82,1005
89,1005
96,1005
101,1005
108,1005
116,1005
121,1005
126,1005
132,1005
136,1005
141,1005
147,1005
152,1005
156,1005
161,1004
166,1004
168,1004
173,1004
176,1004
181,1004
185,1004
189,1004
192,1004
199,1004
200,1004
207,1004
209,1004
213,1004
215,1004
220,1004
222,1004
226,1004
229,1004
234,1004
237,1004
240,1004
244,1004
250,1004
253,1003
259,1003
263,1003
269,1003
274,1003
288,1003
292,1003
295,1003
298,1003
304,1003
308,1003
312,1002
317,1002
322,1002
324,1002
330,1002
336,1002
340,1002
346,1002
352,1002
359,1002
369,1002
373,1001
381,1000
387,1000
391,1000
396,1000
402,1000
409,1000
414,1000
419,1000
422,1000
430,1000
432,1000
439,1000
441,1000
448,1000
453,1000
459,1000
463,1000
467,1000
473,1000
477,1000
481,1000
486,998
491,998
494,997
499,997
502,997
508,997
513,997
518,997
523,997
529,997
535,997
545,997
546,997
553,997
562,997
567,997
572,997
578,997
583,997
588,997
594,997
602,997
607,997
615,997
620,997
624,997
630,997
636,996
641,996
648,996
653,995
665,994
672,994
677,993
688,992
693,992
701,992
705,992
711,992
717,992
724,992
732,992
737,992
743,992
749,992
755,992
761,992
769,992
776,992
785,992
799,992
809,992
817,992
825,992
836,992
843,992
848,992
853,991
859,991
866,990
870,990
875,990
882,989
888,989
895,989
907,987
916,987
924,987
937,987
946,987
963,986
975,986
989,983
999,983
1014,983
1020,983
1032,983
1038,983
1043,983
1052,983
1057,983
1064,983
1071,983
1076,983
1086,983
1093,983
1101,983
1112,983
1134,982
1146,982
1158,982
1177,982
1192,979
1209,979
1223,979
1237,979
1243,979
1255,979
1264,979
1272,979
1280,979
1285,979
1293,979
1298,979
1307,979
1317,979
1323,979
1335,979
1345,979
1353,979
1366,979
1373,979
1388,979
1396,979
1408,979
1420,979
1429,979
1445,979
