1458,979
1477,977
1492,977
1503,976
1518,976
1526,976
1536,975
1544,975
1553,974
1560,974
1568,974
1577,974
1584,974
1596,974
1606,974
1615,974
1630,974
1641,974
1654,974
1663,974
1675,974
1681,974
1693,974
1697,974
1706,974
1712,974
1721,974
1727,974
1736,975
1740,975
1750,976
1761,977
1766,977
1775,977
1784,977
1789,977
1797,977
1806,978
1810,978
1816,980
1819,980
1824,980
1828,980
1830,981
1833,981
1835,981
1845,981
1847,980
1849,978
1849,977
1851,974
1851,972
1852,967
1853,961
1853,955
1853,952
1853,946
1853,943
1850,938
1848,936
1846,934
1844,932
1843,931
1839,929
1836,929
1829,929
1821,929
1816,929
1809,929
1800,927
1792,927
1783,926
1778,924
1773,923
1769,921
1766,919
1764,917
1763,915
1763,911
1763,908
1763,906
1763,902
1763,901
1763,899
1763,897
1763,894
1763,892
1764,890
1767,886
1768,885
1770,884
1772,883
1774,882
1777,882
1783,882
1788,881
1791,881
1796,880
1801,878
1805,878
1809,877
1813,876
1816,874
1821,872
1826,869
1830,866
1835,864
1838,861
1842,859
1846,856
1848,854
1851,848
1855,844
1856,840
1856,838
1856,835
1856,831
1856,826
1855,824
1853,820
1850,816
1848,814
1845,810
1844,809
1842,807
1837,802
1834,800
1830,799
1827,799
1823,798
1816,798
1809,798
1800,798
1791,798
1782,798
1775,798
1765,798
1757,798
1750,798
1742,798
1738,798
1731,798
1725,796
1720,795
1717,793
1712,789
1709,786
1706,781
1704,775
1704,771
1704,768
1704,764
1704,762
1704,759
1704,756
1706,752
1708,750
1710,746
1713,744
1718,741
1721,738
1723,738
1724,738
1728,736
1732,735
1739,733
1744,731
1748,730
1755,729
1761,727
1770,724
1777,722
1783,719
1791,716
1797,713
1806,705
1810,702
1815,697
1818,692
1821,687
1823,681
1824,677
1824,671
1824,665
1824,661
1824,655
1823,651
1821,649
1819,645
1817,642
1814,638
1811,636
1807,633
1804,632
1802,631
1799,630
1794,628
1790,626
1786,624
1784,622
1779,620
1773,618
1765,616
1760,614
1757,612
1750,608
1745,604
1742,602
1736,597
1735,593
1735,586
1735,580
1735,574
1736,570
1738,565
1740,562
1743,559
1746,556
1750,551
1753,549
1757,547
1763,544
1768,541
1773,539
1781,533
1787,531
1792,527
1799,524
1807,519
1810,516
1814,514
1817,511
1822,506
1823,501
1823,497
1823,494
1823,489
1822,484
1821,480
1818,476
1816,473
1814,471
1812,468
1811,467
1807,465
1805,464
1795,461
1792,459
1785,457
1777,452
1770,449
1765,447
1760,444
1758,442
1756,440
1753,438
1753,435
1752,432
1752,430
1752,428
1752,427
1752,426
1752,425
1752,423
1755,421
1758,417
1759,416
1762,414
1765,412
1771,410
1774,408
1777,406
1781,404
1786,402
1791,401
1797,399
1803,396
1808,395
1813,394
1817,392
1820,391
1828,387
1832,383
1834,380
1837,377
1839,374
1839,371
1839,366
1839,363
1839,359
1839,357
1839,351
1838,347
1836,343
1835,342
1835,341
1834,340
1832,338
1829,337
1825,334
1818,332
1815,330
1812,329
1807,326
1803,325
1801,324
1797,322
1791,319
1787,317
1783,315
1780,313
1776,311
1773,311
1770,310
1767,310
1764,310
1763,310
1760,310
1755,310
1754,310
1750,310
1748,310
1744,309
1742,308
1740,308
1734,308
1730,308
1720,308
1712,308
1699,307
1692,306
1685,303
1682,299
